0	0.303249
1	0.448902
2	0.091324
3	0.556059
4	0.395758
5	0.894334
6	0.823811
7	0.324100
8	0.360326
9	0.538981
10	0.326326
11	0.298489
12	0.478120
13	0.665141
14	0.410438
15	0.449743
16	0.414181
17	0.386350
18	0.867592
19	0.453410
20	0.477452
21	0.308058
22	0.385294
23	0.417427
24	0.434866
25	0.360192
26	0.516825
27	0.220545
28	0.328059
29	0.507850
30	0.316657
31	0.414632
32	0.879098
33	0.256541
34	0.451692
35	0.400071
36	0.343971
37	0.319557
38	0.567480
39	0.462524
40	0.277007
41	0.427939
42	0.256506
43	0.327905
44	0.291556
45	0.317721
46	0.535568
47	0.324035
48	0.389335
49	0.329931
50	0.367320
51	0.641036
52	0.179682
53	0.547723
54	0.291469
55	0.505674
56	0.387172
57	0.593144
58	0.407122
59	0.550626
60	0.487459
61	0.365330
62	0.475466
63	0.514712
64	0.299292
65	0.303446
66	0.356868
67	0.464955
68	0.629903
69	0.563140
70	0.302078
71	0.483513
72	0.440931
73	0.311660
74	0.633098
75	0.283902
76	0.261447
77	0.520959
78	0.630505
79	0.374622
80	0.411051
81	0.375132
82	0.358192
83	0.356535
84	0.412760
85	0.455889
86	0.294517
87	0.417374
88	0.327114
89	0.680242
90	0.301069
91	0.441998
92	0.688661
93	0.455898
94	0.278146
95	0.481954
96	0.319180
97	0.320805
98	0.332154
99	0.298737
100	0.343896
101	0.347751
102	0.380528
103	0.338189
104	0.403877
105	0.366289
106	0.454085
107	0.458090
108	0.020384
109	0.686346
110	0.430855
111	0.539330
112	0.540928
113	0.549119
114	0.324997
115	0.450215
116	0.385811
117	0.351431
118	0.283093
119	0.326186
120	0.393896
121	0.323384
122	0.540528
123	0.322463
124	0.628863
125	0.455512
126	0.319266
127	0.482822
128	0.360502
129	0.399705
130	0.530201
131	0.558571
132	0.767091
133	0.363769
134	0.536975
135	0.462501
136	0.303774
137	0.615373
138	0.382032
139	0.319618
140	0.740778
141	0.361550
142	0.388056
143	0.413895
144	0.318450
145	0.268591
146	0.318897
147	0.344627
148	0.282553
149	0.247481
150	0.338645
151	0.308320
152	0.280971
153	0.560114
154	0.277862
155	0.699221
156	0.316564
157	0.682038
158	0.302217
159	0.447959
160	0.414850
161	0.937767
162	0.331110
163	0.658549
164	0.384479
165	0.715098
166	0.377385
167	0.414873
168	0.356190
169	0.301761
170	0.343466
171	0.750382
172	0.314232
173	0.277578
174	0.369581
175	0.318779
176	0.706036
177	0.122904
178	0.395355
179	0.312099
180	0.574410
181	0.298663
182	0.327541
183	0.533366
184	0.484202
185	0.299770
186	0.281239
187	0.586146
188	0.327258
189	0.437833
190	0.313098
191	0.409744
192	0.317379
193	0.652508
194	0.456137
195	0.557109
196	0.320170
197	0.309834
198	0.849744
199	0.434671
200	0.319844
201	0.428054
202	0.261944
203	0.613892
204	0.356324
205	0.387981
206	0.386057
207	0.399091
208	0.302360
209	0.333675
210	0.488682
211	0.429603
212	0.622717
213	0.368605
214	0.491421
215	0.465838
216	0.396292
217	0.272904
218	0.373656
219	0.408374
220	0.325933
221	0.142285
222	0.316677
223	0.340881
224	0.472098
225	0.351505
226	0.314242
227	0.680862
228	0.313038
229	0.425544
230	0.320726
231	0.537413
