0	0.023392
1	0.029240
2	0.023392
3	0.035088
4	0.028571
5	0.026316
6	0.046784
7	0.021053
8	0.035088
9	0.027668
10	0.011696
11	0.025362
12	0.035088
13	0.029240
14	0.025000
15	0.035088
16	0.023810
17	0.047619
18	0.013072
19	0.023810
20	0.012987
21	0.029240
22	0.035088
23	0.038095
24	0.021645
25	0.029240
26	0.038095
27	0.031579
28	0.031621
29	0.040936
30	0.160173
31	0.029240
32	0.047368
33	0.021645
34	0.028571
35	0.052632
36	0.047619
37	0.034632
38	0.047368
39	0.036842
40	0.028571
41	0.015789
42	0.019048
43	0.036765
44	0.015789
45	0.020000
46	0.031579
47	0.029240
48	0.036842
49	0.013793
50	0.021645
51	0.021053
52	0.030303
53	0.038095
54	0.023392
55	0.046784
56	0.015789
57	0.163743
58	0.060606
59	0.029240
60	0.011696
61	0.010000
62	0.021053
63	0.023715
64	0.005848
65	0.052632
66	0.035088
67	0.025974
68	0.026316
69	0.057143
70	0.026316
71	0.042105
72	0.017544
73	0.023392
74	0.023810
75	0.026316
76	0.021053
77	0.023392
78	0.047368
79	0.011858
80	0.017544
81	0.031579
82	0.042105
83	0.015789
84	0.021053
85	0.008658
86	0.036842
87	0.021978
88	0.023392
89	0.036842
90	0.015789
91	0.023392
92	0.015789
93	0.023392
94	0.017544
95	0.026316
96	0.025974
97	0.031579
98	0.036842
99	0.036667
100	0.023392
101	0.021645
102	0.035088
103	0.036842
104	0.026316
105	0.026316
106	0.035088
107	0.029240
108	0.028571
109	0.052632
110	0.033333
111	0.023392
112	0.004762
113	0.031579
114	0.031579
115	0.058480
116	0.168421
117	0.021053
118	0.046784
119	0.043478
120	0.021053
121	0.034632
122	0.015789
123	0.029240
124	0.027668
125	0.026316
126	0.023392
127	0.023392
128	0.042857
129	0.047368
130	0.052632
131	0.042857
132	0.027668
133	0.021053
134	0.025974
135	0.005848
136	0.047619
137	0.057895
138	0.042105
139	0.035088
140	0.035088
141	0.021053
142	0.019048
143	0.052632
144	0.040936
145	0.026316
146	0.023392
147	0.020000
148	0.046784
149	0.021645
150	0.025974
151	0.026316
152	0.052632
153	0.033333
154	0.021645
155	0.035088
156	0.042105
157	0.052632
158	0.017544
159	0.057895
160	0.050725
161	0.022792
162	0.009524
163	0.027668
164	0.017544
165	0.031579
166	0.043478
167	0.031579
168	0.034632
169	0.026316
170	0.021053
171	0.035088
172	0.011858
173	0.031579
174	0.006536
175	0.035088
176	0.031579
177	0.189474
178	0.021053
179	0.015789
180	0.035088
181	0.014286
182	0.015789
183	0.030769
184	0.027668
185	0.046784
186	0.023392
187	0.021053
188	0.043478
189	0.021053
190	0.035088
191	0.035088
192	0.023810
193	0.010000
194	0.033333
195	0.017544
196	0.039526
197	0.026316
198	0.021053
199	0.023715
200	0.035088
201	0.040936
202	0.027668
203	0.010526
204	0.029240
205	0.026316
206	0.181287
207	0.028571
208	0.017544
209	0.026316
210	0.011858
211	0.021053
212	0.031579
213	0.047368
214	0.011696
215	0.040936
216	0.042105
217	0.006154
218	0.038961
219	0.012987
220	0.015789
221	0.017544
222	0.035088
223	0.042105
224	0.040936
225	0.035088
226	0.039526
227	0.031579
228	0.035088
229	0.014286
230	0.021053
231	0.014286
232	0.025974
233	0.009524
234	0.157143
235	0.017544
236	0.025974
237	0.039526
238	0.023810
239	0.026316
240	0.025974
241	0.017316
242	0.023392
243	0.005848
244	0.029240
245	0.035088
246	0.017544
247	0.030303
248	0.038095
249	0.026316
